No.,Spec,feature,sub feature,sub feature,sub feature,test  describtion,,,,priority,level,coverage,testcase,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道来源信号取8,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_source,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_source=8,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道来源信号取9,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_source,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_source=9,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道来源信号取10,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_source,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_source=10,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道来源信号取11,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_source,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_source=11,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道来源信号取12,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_source,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_source=12,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道来源信号取13,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_source,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_source=13,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道来源信号取14,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_source,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_source=14,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道来源信号取15,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_source,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_source=15,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,grant通道sink（Tilelink D通道）,,,,,,,,,,,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道sink信号取min,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_sink,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_sink=min,",,,tlcd_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道sink信号取max,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_sink,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_sink=max,",,,tlcd_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道sink信号取rand,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_sink,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_sink=rand,",,,tlcd_gp,tc_dcache_load/tc_dcache_store,,,,
,,,grant通道data（Tilelink D通道）,,,,,,,,,,,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道数据取0,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_bits_data,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_data=0,",,,tlcd_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道数据取随机值,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_bits_data,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_data=rand,",,,tlcd_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道数据取~256'h0,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_bits_data,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_data=~256'h0,",,,tlcd_gp,tc_dcache_load/tc_dcache_store,,,,
,,,grant通道denied（Tilelink D通道）,,,,,,,,,,,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道denied信号为低,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_bits_denied,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_denied=0,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道denied信号为高,Tilelink总线无法取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_bits_denied,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_denied=1,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,grant通道corrupt（Tilelink D通道）,,,,,,,,,,,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道corrupt信号为低,Tilelink总线取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_bits_denied,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_corrupt=0,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道corrupt信号为高,Tilelink总线无法取回数据正确,"auto_client_out_d_valid，auto_client_out_d_ready，
auto_client_out_d_bits_denied,","auto_client_out_d_valid=1，auto_client_out_d_ready=1，
auto_client_out_d_bits_corrupt=1,",,,,tc_dcache_load/tc_dcache_store,,,,
,,,grantAck通道valid（Tilelink E通道）,,,,,,,,,,,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grantAck通道请求信号有效,Tilelink总线取回数据正确,auto_client_out_e_valid，auto_client_out_e_ready，,auto_client_out_e_valid=1，auto_client_out_e_ready=1，,,,tlce_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grantAck通道请求信号无效,等待ready后，Tilelink总线取回数据正确,auto_client_out_e_valid，auto_client_out_e_ready，,auto_client_out_e_valid=0，auto_client_out_e_ready=1，,,,tlce_gp,tc_dcache_load/tc_dcache_store,,,,
,,,grantAck通道ready（Tilelink E通道）,,,,,,,,,,,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grantAck通道允许接受请求信号有效,Tilelink总线取回数据正确,auto_client_out_e_valid，auto_client_out_e_ready，,auto_client_out_e_valid=1，auto_client_out_e_ready=1，,,,tlce_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grantAck通道允许接受请求信号无效,等待ready后，Tilelink总线取回数据正确,auto_client_out_e_valid，auto_client_out_e_ready，,auto_client_out_e_valid=1，auto_client_out_e_ready=0，,,,tlce_gp,tc_dcache_load/tc_dcache_store,,,,
,,,grantAck通道sink（Tilelink E通道）,,,,,,,,,,,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道sink信号取min,Tilelink总线取回数据正确,"auto_client_out_e_valid，auto_client_out_e_ready，
auto_client_out_e_sink,","auto_client_out_e_valid=1，auto_client_out_e_ready=1，
auto_client_out_e_bits_sink=min,",,,tlce_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道sink信号取max,Tilelink总线取回数据正确,"auto_client_out_e_valid，auto_client_out_e_ready，
auto_client_out_e_sink,","auto_client_out_e_valid=1，auto_client_out_e_ready=1，
auto_client_out_e_bits_sink=max,",,,tlce_gp,tc_dcache_load/tc_dcache_store,,,,
,,,,,,当前存在正在执行的miss重填请求时，Tilelink总线grant通道请求有效，Tilelink总线grant通道sink信号取rand,Tilelink总线取回数据正确,"auto_client_out_e_valid，auto_client_out_e_ready，
auto_client_out_e_sink,","auto_client_out_e_valid=1，auto_client_out_e_ready=1，
auto_client_out_e_bits_sink=rand,",,,tlce_gp,tc_dcache_load/tc_dcache_store,,,,
,,替换cache line 9,,,,,,,,,,,,tc_dcache_release,tc_dcache_miss_invalid_resv_set,发生miss就会替换数据,
,,,set,,,,,,,,,,,,,,
,,,,,,"当前存在正在执行的miss重填请求,虚地址指向的set=0",相应的cache line被正确替换,"io_replace_way_set_bits,","io_replace_way_set_bits=0,",,,replace_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss重填请求,虚地址指向的set=255",相应的cache line被正确替换,"io_replace_way_set_bits,","io_replace_way_set_bits=256,",,,replace_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss重填请求,虚地址指向的set=rand",相应的cache line被正确替换,"io_replace_way_set_bits,","io_replace_way_set_bits=rand,",,,replace_gp,tc_dcache_release,,,,
,,,way,,,,,,,,,,,,,,
,,,,,,"当前存在正在执行的miss重填请求,被选出的替换路为0",相应的cache line被正确替换,"io_replace_way_way,","io_replace_way_way=0,",,,replace_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss重填请求,被选出的替换路为1",相应的cache line被正确替换,"io_replace_way_way,","io_replace_way_way=1,",,,replace_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss重填请求,被选出的替换路为2",相应的cache line被正确替换,"io_replace_way_way,","io_replace_way_way=2,",,,replace_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss重填请求,被选出的替换路为3",相应的cache line被正确替换,"io_replace_way_way,","io_replace_way_way=3,",,,replace_gp,tc_dcache_release,,,,
,,,reservation set,,,,,,,,,,,,,,
,,,,（与原子指令相关的特殊情况）,,"当前存在正在执行的miss重填请求,被选出的替换路为LR指令注册的reservation set",相应的cache line被正确替换，并且清空reservation set,"io_invalid_resv_set,","io_invalid_resv_set=1,",,,replace_gp,tc_dcache_miss_invalid_resv_set,,,,
,,,Plru替换算法,,,,,,,,,,,,,,
,,,,,,请求miss，由PLRU选择替换路,miss请求正确回填,"io_replace_way_set_bits,","io_replace_way_set_bits=rand,",,,,tc_dcache_release_ld_st/tc_dcache_release_amo,,,,
,,数据release回L2   57,,,,,,,,,,,tc_dcache_release,发生miss就会从L2取数据,,,
,,,release通道ready/valid（Tilelink C通道）,,,,,,"io_req_ready=1，
io_req_valid=1，",,,,,,,,
,,,,,,wb请求有效，Tilelink release通道可以接收请求,数据正常release回L2,auto_client_out_c_valid，auto_client_out_c_ready，,"auto_client_out_c_valid=1，
auto_client_out_c_ready=1，",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,wb请求有效，Tilelink release通道不可以接收请求,等待Tilelink release通道ready后，数据正常release回L2,auto_client_out_c_valid，auto_client_out_c_ready，,"auto_client_out_c_valid=1，
auto_client_out_c_ready=0，",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,wb请求无效，Tilelink release通道可以接收请求,等待请求,auto_client_out_c_valid，auto_client_out_c_ready，,"auto_client_out_c_valid=0，
auto_client_out_c_ready=1，",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,wb请求无效，Tilelink release通道不可以接收请求,等待请求,auto_client_out_c_valid，auto_client_out_c_ready，,"auto_client_out_c_valid=0，
auto_client_out_c_ready=1，",,,tlcc_gp,tc_dcache_release,,,,
,,,release通道opcode（Tilelink C通道）,,,,,,,,,,,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_opcode=6(release)",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_opcode,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_opcode=6,",,,tlcc_gp,,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_opcode=7(releaseData)",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_opcode,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_opcode=7,",,,tlcc_gp,tc_dcache_release,,,,
,,,release通道param（Tilelink C通道）,,,,,,,,,,,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_opcode=1(TtoN)",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_param,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_param=1,",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_opcode=2(BtoN)",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_param,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_param=2,",,,tlcc_gp,tc_dcache_release,,,,
,,,release通道source（Tilelink C通道）,,,,,,,,,,,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_source=6'h11",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_source,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_source=17,",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_source=6'h12",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_source,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_source=18,",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_source=6'h13",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_source,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_source=19,",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_source=6'h14",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_source,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_source=20,",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_source=6'h15",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_source,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_source=21,",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_source=6'h16",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_source,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_source=22,",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_source=6'h17",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_source,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_source=23,",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_source=6'h18",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_source,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_source=24,",,,tlcc_gp,tc_dcache_release,,,,
,,,,,,"当前存在正在执行的miss写回请求时，Tilelink总线release通道可接受请求,c_source=6'h19",Tilelink总线写回数据正确,"auto_client_out_c_valid，auto_client_out_c_ready，
auto_client_out_c_bits_source,","auto_client_out_c_valid=1，
auto_client_out_c_ready=1，
auto_client_out_c_bits_source=25,",,,tlcc_gp,tc_dcache_release,,,,
